id;operator;vehicle;arrival;departure;distance;total distance;latitude(deg);longitude(deg);maps url;passenger exchange time;total in;total out;system errors;in1(D1L);out1(D1L);status1(D1L);in10(D8L);out10(D8L);status10(D8L);in11(D7L);out11(D7L);status11(D7L);in12(D7P);out12(D7P);status12(D7P);in13(D3L);out13(D3L);status13(D3L);in14(D3P);out14(D3P);status14(D3P);in15(D4P);out15(D4P);status15(D4P);in16(D4L);out16(D4L);status16(D4L);in17(D5L);out17(D5L);status17(D5L);in18(D5P);out18(D5P);status18(D5P);in19(D6P);out19(D6P);status19(D6P);in2(D1P);out2(D1P);status2(D1P);in20(D6L);out20(D6L);status20(D6L);in3(D2P);out3(D2P);status3(D2P);in4(D2L);out4(D2L);status4(D2L);in5(D10P);out5(D10P);status5(D10P);in6(D10L);out6(D10L);status6(D10L);in7(D9L);out7(D9L);status7(D9L);in8(D9P);out8(D9P);status8(D9P);in9(D8P);out9(D8P);status9(D8P)
57;KML4423;36;2025-03-15 09:46:04;2025-03-15 09:47:03;1096;230616;52.19328;20.98103;http://maps.google.com/maps?q=52.19328%2C20.98103;28;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;KML4423;36;2025-03-15 09:48:07;2025-03-15 09:49:35;2040;231712;52.19685;20.9661;http://maps.google.com/maps?q=52.19685%2C20.9661;59;6;3;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0
59;KML4423;36;2025-03-15 09:51:33;2025-03-15 09:52:45;2866;233752;52.20578;20.94145;http://maps.google.com/maps?q=52.20578%2C20.94145;39;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
60;KML4423;36;2025-03-15 09:55:59;2025-03-15 10:00:39;2708;236618;52.2202783333333;20.9652283333333;http://maps.google.com/maps?q=52.2202783333333%2C20.9652283333333;249;19;18;0;1;6;0;0;1;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;3;0;0;4;1;0;0;0;0;0;0;0
61;KML4423;36;2025-03-15 10:04:17;2025-03-15 10:05:40;4558;239326;0;0;n/a;48;16;25;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;3;0;0;3;0;0;2;6;0;0;0;0;0;5;0;0;0;0;2;7;0;0;0;0;0;0;0;1;0;0;3;0;0
62;KML4423;36;2025-03-15 10:10:38;2025-03-15 10:14:35;2431;243884;52.25141;21.052;http://maps.google.com/maps?q=52.25141%2C21.052;130;27;14;1;1;3;0;3;0;0;3;1;0;0;0;0;7;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;3;0;0;0;0;2;1;0;2;2;0;0;0;0;0;0;0
63;KML4423;36;2025-03-15 10:17:07;2025-03-15 10:18:00;4631;246315;52.26429;21.0516783333333;http://maps.google.com/maps?q=52.26429%2C21.0516783333333;24;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
64;KML4423;36;2025-03-15 10:21:25;2025-03-15 10:22:36;4861;250946;52.29363;21.01351;http://maps.google.com/maps?q=52.29363%2C21.01351;41;6;8;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
65;KML4423;36;2025-03-15 10:25:28;2025-03-15 10:26:17;8202;255807;52.33403;20.98601;http://maps.google.com/maps?q=52.33403%2C20.98601;14;6;6;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
66;KML4423;36;2025-03-15 10:30:50;2025-03-15 10:31:37;2133;264009;52.4014;20.94173;http://maps.google.com/maps?q=52.4014%2C20.94173;17;3;29;0;1;3;0;0;2;0;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0
67;KML4423;36;2025-03-15 10:33:36;2025-03-15 10:34:33;2084;266142;52.41106;20.91584;http://maps.google.com/maps?q=52.41106%2C20.91584;29;2;11;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;3;0;0;2;0;0;0;0;0;0;0
68;KML4423;36;2025-03-15 10:36:22;2025-03-15 10:37:07;11276;268226;52.41552;20.8862;http://maps.google.com/maps?q=52.41552%2C20.8862;14;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;4;0;0;0;0;0;0;0
69;KML4423;36;2025-03-15 10:42:33;2025-03-15 10:43:48;3646;279502;52.42535;20.72332;http://maps.google.com/maps?q=52.42535%2C20.72332;45;9;25;0;3;0;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;2;3;0;0;3;0;0;0;0;0;0;0
70;KML4423;36;2025-03-15 10:46:49;2025-03-15 11:14:39;3752;283148;52.44369;20.70413;http://maps.google.com/maps?q=52.44369%2C20.70413;1635;29;25;0;7;9;0;0;1;0;1;3;0;0;0;0;4;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;2;2;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0
71;KML4423;36;2025-03-15 11:17:43;2025-03-15 11:18:36;11038;286900;52.42522;20.72468;http://maps.google.com/maps?q=52.42522%2C20.72468;19;53;4;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;3;1;0;3;0;0;0;0;0;0;0;0;4;0;0;10;1;0;2;1;0;0;0;0;2;0;0;0;0;0;11;0;0;0;0;0;0;0;0;3;0;0;7;1;0
72;KML4423;36;2025-03-15 11:23:43;2025-03-15 11:24:31;2071;297938;52.41574;20.88397;http://maps.google.com/maps?q=52.41574%2C20.88397;19;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;0;0;0;0;0;0;1;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
73;KML4423;36;2025-03-15 11:26:05;2025-03-15 11:26:57;2245;300009;52.41135;20.9134283333333;http://maps.google.com/maps?q=52.41135%2C20.9134283333333;15;22;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;3;1;0;3;0;0;5;0;0;0;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
74;KML4423;36;2025-03-15 11:28:33;2025-03-15 11:29:35;8350;302254;52.40164;20.94107;http://maps.google.com/maps?q=52.40164%2C20.94107;30;38;6;0;9;2;0;0;0;0;2;1;0;0;0;0;5;0;0;0;0;0;0;0;0;6;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;4;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0
75;KML4423;36;2025-03-15 11:33:52;2025-03-15 11:35:00;4805;310604;52.33318;20.98632;http://maps.google.com/maps?q=52.33318%2C20.98632;16;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0
76;KML4423;36;2025-03-15 11:37:51;2025-03-15 11:38:57;4655;315409;52.29364;21.01322;http://maps.google.com/maps?q=52.29364%2C21.01322;5;4;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
77;KML4423;36;2025-03-15 11:42:26;2025-03-15 11:43:10;2374;320064;52.26403;21.05246;http://maps.google.com/maps?q=52.26403%2C21.05246;18;2;13;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;KML4423;36;2025-03-15 11:46:11;2025-03-15 11:49:35;4580;322438;52.25156;21.05155;http://maps.google.com/maps?q=52.25156%2C21.05155;170;18;25;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;3;3;0;3;1;0;0;0;0;0;0;0;3;1;0;2;1;0;2;2;0;0;0;0;2;2;0;0;0;0;0;6;0;0;0;0;0;0;0;2;4;0;0;2;0
79;KML4423;36;2025-03-15 11:54:40;2025-03-15 11:56:34;2694;327018;0;0;n/a;81;13;95;1;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;7;0;0;10;0;0;0;0;0;0;0;0;16;0;2;14;0;4;10;0;0;0;0;0;6;0;0;0;0;1;12;0;0;0;0;0;0;0;2;6;0;3;5;0
80;KML4423;36;2025-03-15 11:59:44;2025-03-15 12:01:49;2975;329712;52.2207283333333;20.9655;http://maps.google.com/maps?q=52.2207283333333%2C20.9655;96;13;8;1;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
81;KML4423;36;2025-03-15 12:05:26;2025-03-15 12:06:28;2032;332687;52.20555;20.94134;http://maps.google.com/maps?q=52.20555%2C20.94134;35;5;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
82;KML4423;36;2025-03-15 12:08:11;2025-03-15 12:09:30;1104;334719;52.19677;20.96615;http://maps.google.com/maps?q=52.19677%2C20.96615;52;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0
83;KML4423;36;2025-03-15 12:10:39;2025-03-15 12:12:34;1576;335823;52.19318;20.9811783333333;http://maps.google.com/maps?q=52.19318%2C20.9811783333333;84;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
84;KML4423;36;2025-03-15 12:14:21;2025-03-15 12:15:36;2041;337399;52.18067;20.98695;http://maps.google.com/maps?q=52.18067%2C20.98695;38;2;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
85;KML4423;36;2025-03-15 12:18:33;2025-03-15 12:41:10;2099;339440;0;0;n/a;1323;114;70;1;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;5;3;0;11;9;0;0;0;0;0;0;0;10;4;0;5;5;0;45;13;0;0;0;0;19;8;0;0;0;0;1;5;0;0;0;0;0;0;0;2;8;0;9;8;0
86;KML4423;36;2025-03-15 12:43:59;2025-03-15 12:44:50;1536;341539;52.18103;20.98716;http://maps.google.com/maps?q=52.18103%2C20.98716;16;12;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;2;0;0;3;0;0;2;2;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
87;KML4423;36;2025-03-15 12:46:23;2025-03-15 12:47:05;1115;343075;52.19319;20.98121;http://maps.google.com/maps?q=52.19319%2C20.98121;17;3;7;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
88;KML4423;36;2025-03-15 12:48:11;2025-03-15 12:49:33;2015;344190;52.19683;20.96606;http://maps.google.com/maps?q=52.19683%2C20.96606;49;7;4;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0
89;KML4423;36;2025-03-15 12:51:38;2025-03-15 12:52:39;2882;346205;52.20556;20.94165;http://maps.google.com/maps?q=52.20556%2C20.94165;30;9;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;2;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
90;KML4423;36;2025-03-15 12:55:53;2025-03-15 13:00:54;2742;349087;52.22018;20.96484;http://maps.google.com/maps?q=52.22018%2C20.96484;271;10;20;0;1;6;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;4;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
91;KML4423;36;2025-03-15 13:04:40;2025-03-15 13:05:53;4539;351829;0;0;n/a;41;82;49;1;12;7;0;2;0;0;3;0;0;0;0;0;14;10;0;0;0;0;0;0;0;12;8;0;11;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;11;15;0;0;0;0;5;3;0;3;3;0;0;0;0;0;0;0
92;KML4423;36;2025-03-15 13:10:51;2025-03-15 13:14:58;2416;356368;52.25132;21.05211;http://maps.google.com/maps?q=52.25132%2C21.05211;214;39;23;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;3;0;4;6;0;0;0;0;0;0;0;2;2;0;11;0;0;3;0;0;0;0;0;3;6;0;0;0;0;6;3;0;0;0;0;0;0;0;1;3;0;1;0;0
93;KML4423;36;2025-03-15 13:18:03;2025-03-15 13:18:50;4647;358784;52.2642483333333;21.05191;http://maps.google.com/maps?q=52.2642483333333%2C21.05191;17;10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
94;KML4423;36;2025-03-15 13:22:18;2025-03-15 13:23:12;4856;363431;52.29365;21.01352;http://maps.google.com/maps?q=52.29365%2C21.01352;24;13;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;5;0;0;0;0;0;1;3;0;0;0;0;0;0;0;4;0;0;0;0;0
95;KML4423;36;2025-03-15 13:26:02;2025-03-15 13:26:50;8221;368287;52.33401;20.98603;http://maps.google.com/maps?q=52.33401%2C20.98603;21;4;15;0;0;4;0;0;1;0;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
96;KML4423;36;2025-03-15 13:31:24;2025-03-15 13:32:18;2119;376508;52.4015;20.94163;http://maps.google.com/maps?q=52.4015%2C20.94163;18;6;45;0;0;7;0;1;2;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;2;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;2;0;0;1;7;0;0;0;0;0;0;0
97;KML4423;36;2025-03-15 13:34:18;2025-03-15 13:35:09;2073;378627;52.41108;20.91586;http://maps.google.com/maps?q=52.41108%2C20.91586;20;2;14;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0
98;KML4423;36;2025-03-15 13:36:53;2025-03-15 13:37:52;11289;380700;52.41551;20.88634;http://maps.google.com/maps?q=52.41551%2C20.88634;32;3;11;0;0;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
99;KML4423;36;2025-03-15 13:43:26;2025-03-15 13:44:16;3645;391989;52.42536;20.72326;http://maps.google.com/maps?q=52.42536%2C20.72326;23;5;41;0;3;2;0;0;3;0;1;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;1;3;0;0;4;0;0;0;0;0;0;0
100;KML4423;36;2025-03-15 13:47:36;2025-03-15 14:14:37;3754;395634;52.4437083333333;20.70411;http://maps.google.com/maps?q=52.4437083333333%2C20.70411;1595;85;60;0;30;13;0;0;3;0;0;2;0;0;0;0;27;5;0;0;0;0;0;0;0;15;9;0;5;4;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;5;8;0;0;0;0;0;6;0;1;3;0;0;0;0;0;0;0
101;KML4423;36;2025-03-15 14:17:33;2025-03-15 14:18:52;11029;399388;52.42523;20.72475;http://maps.google.com/maps?q=52.42523%2C20.72475;51;52;5;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;0;0;4;1;0;0;0;0;0;0;0;2;0;0;6;0;0;7;4;0;0;0;0;2;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2;0;0;6;0;0
102;KML4423;36;2025-03-15 14:23:59;2025-03-15 14:24:44;2067;410417;52.41578;20.88393;http://maps.google.com/maps?q=52.41578%2C20.88393;13;19;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;2;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0
103;KML4423;36;2025-03-15 14:26:17;2025-03-15 14:27:12;2247;412484;52.41139;20.9133383333333;http://maps.google.com/maps?q=52.41139%2C20.9133383333333;19;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
104;KML4423;36;2025-03-15 14:28:53;2025-03-15 14:29:45;8283;414731;52.40167;20.94105;http://maps.google.com/maps?q=52.40167%2C20.94105;20;26;6;0;3;1;0;1;2;0;6;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
105;KML4423;36;2025-03-15 14:34:05;2025-03-15 14:34:59;4864;423014;52.33377;20.98599;http://maps.google.com/maps?q=52.33377%2C20.98599;19;6;5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;KML4423;36;2025-03-15 14:38:05;2025-03-15 14:38:54;4667;427878;52.29371;21.01317;http://maps.google.com/maps?q=52.29371%2C21.01317;17;13;2;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;KML4423;36;2025-03-15 14:42:21;2025-03-15 14:43:18;2367;432545;52.26404;21.05249;http://maps.google.com/maps?q=52.26404%2C21.05249;26;5;10;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0
108;KML4423;36;2025-03-15 14:46:42;2025-03-15 14:49:45;4594;434912;52.25157;21.05152;http://maps.google.com/maps?q=52.25157%2C21.05152;150;16;41;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;9;0;0;4;0;0;5;0;0;0;0;0;3;0;0;0;0;4;5;0;0;0;0;0;0;0;9;7;0;2;2;0
109;KML4423;36;2025-03-15 14:54:58;2025-03-15 14:56:36;2673;439506;0;0;n/a;66;21;92;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;7;0;1;8;0;1;17;0;0;0;0;1;13;0;0;0;0;12;12;0;0;0;0;0;0;0;2;10;0;4;2;0
110;KML4423;36;2025-03-15 14:59:30;2025-03-15 15:03:29;2966;442179;52.22079;20.96545;http://maps.google.com/maps?q=52.22079%2C20.96545;202;8;27;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;0;0;8;0;0;0;0;0;0;0;0;2;0;2;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;0
111;KML4423;36;2025-03-15 15:07:03;2025-03-15 15:07:44;2039;445145;52.20563;20.94125;http://maps.google.com/maps?q=52.20563%2C20.94125;11;3;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;KML4423;36;2025-03-15 15:09:36;2025-03-15 15:10:39;1103;447184;52.19679;20.96613;http://maps.google.com/maps?q=52.19679%2C20.96613;14;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0
113;KML4423;36;2025-03-15 15:11:58;2025-03-15 15:12:45;1554;448287;52.1932;20.98117;http://maps.google.com/maps?q=52.1932%2C20.98117;17;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0
114;KML4423;36;2025-03-15 15:14:16;2025-03-15 15:15:35;2063;449841;52.18085;20.98692;http://maps.google.com/maps?q=52.18085%2C20.98692;47;2;7;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
115;KML4423;36;2025-03-15 15:18:28;2025-03-15 15:40:43;2097;451904;0;0;n/a;1298;66;45;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;4;0;0;1;3;0;0;0;0;0;0;0;2;0;0;7;3;0;26;8;0;0;0;0;20;3;0;0;0;0;3;12;0;0;0;0;0;0;0;0;3;0;0;10;0
116;KML4423;36;2025-03-15 15:43:35;2025-03-15 15:44:19;1557;454001;52.18097;20.98715;http://maps.google.com/maps?q=52.18097%2C20.98715;12;4;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
117;KML4423;36;2025-03-15 15:45:50;2025-03-15 15:46:56;1099;455558;52.19325;20.98106;http://maps.google.com/maps?q=52.19325%2C20.98106;34;7;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
118;KML4423;36;2025-03-15 15:48:06;2025-03-15 15:49:35;2028;456657;52.19683;20.9660783333333;http://maps.google.com/maps?q=52.19683%2C20.9660783333333;55;4;3;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
119;KML4423;36;2025-03-15 15:51:33;2025-03-15 15:52:32;2874;458685;52.20564;20.94154;http://maps.google.com/maps?q=52.20564%2C20.94154;30;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
120;KML4423;36;2025-03-15 15:55:41;2025-03-15 16:00:37;2741;461559;52.2200583333333;20.9652383333333;http://maps.google.com/maps?q=52.2200583333333%2C20.9652383333333;264;17;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;0;4;1;0;0;0;0;0;0;0;3;0;0;1;0;0;0;3;0;0;0;0;0;5;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0
121;KML4423;36;2025-03-15 16:04:09;2025-03-15 16:05:39;4541;464300;0;0;n/a;58;77;23;1;11;4;0;0;6;0;6;9;0;0;0;0;13;1;0;0;0;0;0;0;0;12;1;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;10;1;0;0;0;0;4;1;0;6;0;0;0;0;0;0;0;0
122;KML4423;36;2025-03-15 16:10:43;2025-03-15 16:14:47;2422;468841;52.25135;21.05218;http://maps.google.com/maps?q=52.25135%2C21.05218;214;30;37;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;3;0;4;2;0;0;0;0;0;0;0;5;11;0;1;1;0;7;8;0;0;0;0;5;6;0;0;0;0;4;1;0;0;0;0;0;0;0;1;2;0;1;1;0
